period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,region
2025-05-05,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Pacific,Pacific,1949067,megawatthours,Chicago
2025-05-05,PJM,"PJM Interconnection, LLC",NG,Net generation,Arizona,Arizona,2057455,megawatthours,Chicago
2025-05-05,PJM,"PJM Interconnection, LLC",NG,Net generation,Central,Central,2058554,megawatthours,Chicago
2025-05-05,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2058841,megawatthours,Chicago
2025-05-05,PJM,"PJM Interconnection, LLC",NG,Net generation,Mountain,Mountain,2058202,megawatthours,Chicago
2025-05-05,PJM,"PJM Interconnection, LLC",NG,Net generation,Pacific,Pacific,2057455,megawatthours,Chicago
2025-05-05,PJM,"PJM Interconnection, LLC",TI,Total interchange,Arizona,Arizona,51729,megawatthours,Chicago
2025-05-05,PJM,"PJM Interconnection, LLC",TI,Total interchange,Central,Central,54580,megawatthours,Chicago
2025-05-05,PJM,"PJM Interconnection, LLC",TI,Total interchange,Eastern,Eastern,56028,megawatthours,Chicago
2025-05-05,PJM,"PJM Interconnection, LLC",TI,Total interchange,Mountain,Mountain,53290,megawatthours,Chicago
2025-05-05,PJM,"PJM Interconnection, LLC",TI,Total interchange,Pacific,Pacific,51729,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",D,Demand,Arizona,Arizona,1984170,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",D,Demand,Central,Central,1986496,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1987501,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",D,Demand,Mountain,Mountain,1985448,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",D,Demand,Pacific,Pacific,1984170,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Arizona,Arizona,1947582,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Central,Central,1948392,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Eastern,Eastern,1948739,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Mountain,Mountain,1948018,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Pacific,Pacific,1947582,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",NG,Net generation,Arizona,Arizona,2061654,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",NG,Net generation,Central,Central,2057551,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2055826,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",NG,Net generation,Mountain,Mountain,2059621,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",NG,Net generation,Pacific,Pacific,2061654,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",TI,Total interchange,Arizona,Arizona,77462,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",TI,Total interchange,Central,Central,71033,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",TI,Total interchange,Eastern,Eastern,68303,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",TI,Total interchange,Mountain,Mountain,74151,megawatthours,Chicago
2025-05-06,PJM,"PJM Interconnection, LLC",TI,Total interchange,Pacific,Pacific,77462,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",D,Demand,Arizona,Arizona,1986506,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",D,Demand,Central,Central,1984386,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1983142,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",D,Demand,Mountain,Mountain,1985330,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",D,Demand,Pacific,Pacific,1986506,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Arizona,Arizona,1948990,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Central,Central,1948924,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Eastern,Eastern,1948639,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Mountain,Mountain,1949048,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Pacific,Pacific,1948990,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",NG,Net generation,Arizona,Arizona,2097618,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",NG,Net generation,Central,Central,2098081,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2096415,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",NG,Net generation,Mountain,Mountain,2098119,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",NG,Net generation,Pacific,Pacific,2097618,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",TI,Total interchange,Arizona,Arizona,111115,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",TI,Total interchange,Central,Central,113698,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",TI,Total interchange,Eastern,Eastern,113276,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",TI,Total interchange,Mountain,Mountain,112792,megawatthours,Chicago
2025-05-07,PJM,"PJM Interconnection, LLC",TI,Total interchange,Pacific,Pacific,111115,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",D,Demand,Arizona,Arizona,2025767,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",D,Demand,Central,Central,2023980,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2022863,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",D,Demand,Mountain,Mountain,2024624,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",D,Demand,Pacific,Pacific,2025767,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Arizona,Arizona,1956635,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Central,Central,1954574,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Eastern,Eastern,1953599,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Mountain,Mountain,1955589,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Pacific,Pacific,1956635,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",NG,Net generation,Arizona,Arizona,2134925,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",NG,Net generation,Central,Central,2129173,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2128444,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",NG,Net generation,Mountain,Mountain,2131538,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",NG,Net generation,Pacific,Pacific,2134925,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",TI,Total interchange,Arizona,Arizona,109155,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",TI,Total interchange,Central,Central,105191,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",TI,Total interchange,Eastern,Eastern,105580,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",TI,Total interchange,Mountain,Mountain,106912,megawatthours,Chicago
2025-05-08,PJM,"PJM Interconnection, LLC",TI,Total interchange,Pacific,Pacific,109155,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",D,Demand,Arizona,Arizona,1923250,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",D,Demand,Central,Central,1933454,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1939256,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",D,Demand,Mountain,Mountain,1928628,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",D,Demand,Pacific,Pacific,1923250,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Arizona,Arizona,1892760,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Central,Central,1896406,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Eastern,Eastern,1898400,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Mountain,Mountain,1894513,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Pacific,Pacific,1892760,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",NG,Net generation,Arizona,Arizona,2057689,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",NG,Net generation,Central,Central,2068807,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2074333,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",NG,Net generation,Mountain,Mountain,2063532,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",NG,Net generation,Pacific,Pacific,2057689,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",TI,Total interchange,Arizona,Arizona,134438,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",TI,Total interchange,Central,Central,135351,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",TI,Total interchange,Eastern,Eastern,135074,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",TI,Total interchange,Mountain,Mountain,134903,megawatthours,Chicago
2025-05-09,PJM,"PJM Interconnection, LLC",TI,Total interchange,Pacific,Pacific,134438,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",D,Demand,Arizona,Arizona,1775888,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",D,Demand,Central,Central,1780405,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1782480,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",D,Demand,Mountain,Mountain,1778181,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",D,Demand,Pacific,Pacific,1775888,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Arizona,Arizona,1742207,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Central,Central,1749049,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Eastern,Eastern,1752353,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Mountain,Mountain,1745728,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Pacific,Pacific,1742207,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",NG,Net generation,Arizona,Arizona,1892232,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",NG,Net generation,Central,Central,1899603,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1902422,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",NG,Net generation,Mountain,Mountain,1896412,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",NG,Net generation,Pacific,Pacific,1892232,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",TI,Total interchange,Arizona,Arizona,116347,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",TI,Total interchange,Central,Central,119200,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",TI,Total interchange,Eastern,Eastern,119944,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",TI,Total interchange,Mountain,Mountain,118232,megawatthours,Chicago
2025-05-10,PJM,"PJM Interconnection, LLC",TI,Total interchange,Pacific,Pacific,116347,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",D,Demand,Arizona,Arizona,1820740,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",D,Demand,Central,Central,1812765,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1808585,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",D,Demand,Mountain,Mountain,1816779,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",D,Demand,Pacific,Pacific,1820740,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Arizona,Arizona,1757057,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Central,Central,1753029,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Eastern,Eastern,1751254,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Mountain,Mountain,1754926,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Pacific,Pacific,1757057,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",NG,Net generation,Arizona,Arizona,1893407,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",NG,Net generation,Central,Central,1887037,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1883564,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",NG,Net generation,Mountain,Mountain,1889781,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",NG,Net generation,Pacific,Pacific,1893407,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",TI,Total interchange,Arizona,Arizona,72665,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",TI,Total interchange,Central,Central,74272,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",TI,Total interchange,Eastern,Eastern,74978,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",TI,Total interchange,Mountain,Mountain,73002,megawatthours,Chicago
2025-05-11,PJM,"PJM Interconnection, LLC",TI,Total interchange,Pacific,Pacific,72665,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",D,Demand,Arizona,Arizona,2043592,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",D,Demand,Central,Central,2033845,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2027993,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",D,Demand,Mountain,Mountain,2038844,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",D,Demand,Pacific,Pacific,2043592,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Arizona,Arizona,1982083,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Central,Central,1974761,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Eastern,Eastern,1970505,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Mountain,Mountain,1978569,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Pacific,Pacific,1982083,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",NG,Net generation,Arizona,Arizona,2101688,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",NG,Net generation,Central,Central,2092783,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2087580,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",NG,Net generation,Mountain,Mountain,2097353,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",NG,Net generation,Pacific,Pacific,2101688,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",TI,Total interchange,Arizona,Arizona,58095,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",TI,Total interchange,Central,Central,58937,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",TI,Total interchange,Eastern,Eastern,59586,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",TI,Total interchange,Mountain,Mountain,58507,megawatthours,Chicago
2025-05-12,PJM,"PJM Interconnection, LLC",TI,Total interchange,Pacific,Pacific,58095,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",D,Demand,Arizona,Arizona,2082434,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",D,Demand,Central,Central,2084213,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2085162,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",D,Demand,Mountain,Mountain,2083348,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",D,Demand,Pacific,Pacific,2082434,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Arizona,Arizona,2014409,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Central,Central,2014154,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Eastern,Eastern,2014081,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Mountain,Mountain,2014237,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Pacific,Pacific,2014409,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",NG,Net generation,Arizona,Arizona,2142265,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",NG,Net generation,Central,Central,2144189,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2145255,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",NG,Net generation,Mountain,Mountain,2143096,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",NG,Net generation,Pacific,Pacific,2142265,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",TI,Total interchange,Arizona,Arizona,59835,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",TI,Total interchange,Central,Central,59979,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",TI,Total interchange,Eastern,Eastern,60098,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",TI,Total interchange,Mountain,Mountain,59752,megawatthours,Chicago
2025-05-13,PJM,"PJM Interconnection, LLC",TI,Total interchange,Pacific,Pacific,59835,megawatthours,Chicago
2025-05-14,PJM,"PJM Interconnection, LLC",D,Demand,Arizona,Arizona,2107695,megawatthours,Chicago
2025-05-14,PJM,"PJM Interconnection, LLC",D,Demand,Central,Central,2104143,megawatthours,Chicago
2025-05-14,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2102181,megawatthours,Chicago
2025-05-14,PJM,"PJM Interconnection, LLC",D,Demand,Mountain,Mountain,2105994,megawatthours,Chicago
2025-05-14,PJM,"PJM Interconnection, LLC",D,Demand,Pacific,Pacific,2107695,megawatthours,Chicago
2025-05-14,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Arizona,Arizona,2025727,megawatthours,Chicago
2025-05-14,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Central,Central,2025591,megawatthours,Chicago
2025-05-14,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Eastern,Eastern,2025388,megawatthours,Chicago
2025-05-14,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Mountain,Mountain,2025737,megawatthours,Chicago
2025-05-14,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,Pacific,Pacific,2025727,megawatthours,Chicago
2025-05-14,PJM,"PJM Interconnection, LLC",NG,Net generation,Arizona,Arizona,2154251,megawatthours,Chicago
